"Student Id","Student Race","Student Gender","Pretest Score","Posttest Score"
204,"Sour","Treble",112,123
205,"Bitter","Treble",100,172
206,"Sour","Treble",67,158
207,"Sour","Treble",92,95
208,"Bitter","Bass",119,129
209,"Sweet","Treble",96,168
210,"Sweet","Treble",88,173
211,"Sour","Bass",104,175
212,"Salty","Treble",80,139
213,"Sour","Bass",78,135
214,"Sour","Treble",123,184
215,"Sweet","Treble",87,119
216,"Bitter","Treble",94,140
217,"Sweet","Bass",113,125
218,"Salty","Bass",85,166
219,"Sour","Treble",NA,72
220,"Sour","Bass",108,125
221,"Bitter","Bass",95,173
222,"Sweet","Bass",123,190
223,"Salty","Treble",121,175
224,"Sweet","Bass",119,117
225,"Sweet","Treble",93,113
226,"Sweet","Treble",999,999
227,"Sweet","Bass",103,133
228,"Sour","Treble",72,142
229,"Sweet","Bass",37,56
230,"Sour","Treble",122,999
231,"Sweet","Bass",90,999
232,"Bitter","Bass",107,999
233,"Salty","Bass",120,140
234,"Sour","Treble",112,174
235,"Sour","Bass",126,145
236,"Salty","Treble",80,46
237,"Sweet","Bass",999,105
238,"Bitter","Treble",72,150
239,"Salty","Treble",88,160
240,"Bitter","Bass",127,185
241,"Sweet","Treble",74,149
242,"Sweet","Bass",72,119
243,"Bitter","Bass",154,180
244,"Sweet","Treble",81,92
245,"Sweet","Bass",NA,84
246,"Bitter","Treble",127,161
247,"Sour","Treble",96,120
248,"Sweet","Treble",49,87
249,"Sour","Treble",99,163
250,"Bitter","Treble",79,90
251,"Sour","Bass",110,217
252,"Sweet","Bass",88,122
253,"Sour","Treble",80,107
254,"Sweet","Bass",89,143
255,"Sour","Bass",125,199
256,"Sweet","Bass",99,120
257,"Sweet","Bass",88,207
258,"Sour","Bass",85,157
259,"Sweet","Bass",109,182
260,"Salty","Treble",72,59
261,"Sour","Treble",79,161
262,"Sweet","Bass",130,218
263,"Sour","Bass",127,147
264,"Sour","Treble",89,162
265,"Bitter","Treble",74,140
266,"Sour","Bass",121,148
267,"Sour","Treble",999,145
268,"Bitter","Bass",112,185
269,"Salty","Bass",107,144
270,"Sour","Treble",105,120
271,"Sweet","Treble",93,189
272,"Sweet","Treble",121,139
273,"Sour","Treble",69,174
274,"Sweet","Bass",70,116
275,"Bitter","Treble",108,166
276,"Sweet","Bass",999,157
277,"Sweet","Bass",102,101
278,"Sour","Treble",57,134
279,"Sour","Treble",81,151
280,"Sour","Treble",120,999
281,"Sweet","Treble",97,151
282,"Sour","Treble",91,142
283,"Sweet","Bass",92,139
284,"Sweet","Treble",49,60
285,"Sweet","Bass",72,106
286,"Bitter","Bass",119,128
287,"Sour","Treble",103,95
288,"Salty","Treble",96,131
289,"Sour","Treble",104,999
290,"Sweet","Treble",106,185
291,"Sour","Treble",111,178
292,"Sour","Bass",107,121
293,"Sour","Treble",92,186
294,"Sweet","Bass",111,124
295,"Sweet","Bass",104,189
296,"Sour","Treble",124,151
297,"Sweet","Bass",114,166
298,"Sweet","Treble",78,125
299,"Sour","Treble",125,206
300,"Sweet","Treble",62,103
301,"Sweet","Bass",NA,90
302,"Sour","Treble",54,53
303,"Sweet","Bass",114,129
304,"Sour","Treble",111,183
305,"Sweet","Treble",54,53
306,"Sweet","Treble",111,137
307,"Sour","Treble",138,191
308,"Sour","Treble",84,97
309,"Salty","Bass",133,112
310,"Sweet","Bass",109,193
311,"Sweet","Bass",91,189
312,"Sour","Treble",NA,999
313,"Bitter","Treble",86,98
314,"Sour","Treble",117,158
315,"Sour","Treble",98,84
316,"Sour","Bass",87,144
317,"Sweet","Bass",92,196
318,"Sour","Treble",87,139
319,"Bitter","Bass",128,129
320,"Bitter","Bass",95,155
321,"Salty","Treble",97,130
322,"Sour","Bass",112,143
323,"Sour","Bass",113,119
324,"Sweet","Treble",104,104
325,"Bitter","Bass",107,163
326,"Sour","Treble",108,173
327,"Sour","Treble",95,122
328,"Sweet","Bass",999,141
329,"Sour","Bass",999,999
330,"Sweet","Bass",121,163
331,"Sweet","Treble",92,140
332,"Sour","Treble",82,82
333,"Salty","Treble",101,130
334,"Sour","Bass",NA,224
335,"Sour","Treble",95,136
336,"Bitter","Bass",97,112
337,"Sour","Treble",83,132
338,"Sour","Treble",64,133
339,"Sweet","Treble",93,134
340,"Sour","Bass",131,225
341,"Sweet","Bass",106,136
342,"Salty","Treble",88,132
343,"Salty","Treble",NA,148
344,"Salty","Treble",124,999
345,"Sweet","Treble",88,103
346,"Sweet","Bass",135,212
347,"Sour","Treble",112,164
348,"Sour","Treble",132,166
349,"Bitter","Treble",58,118
350,"Sweet","Bass",102,157
351,"Sweet","Treble",88,175
352,"Sweet","Treble",60,97
353,"Sour","Bass",122,162
354,"Bitter","Treble",103,94
355,"Bitter","Bass",112,200
356,"Salty","Treble",999,116
357,"Sour","Treble",103,183
358,"Bitter","Bass",105,200
359,"Sweet","Bass",91,999
360,"Sour","Treble",999,101
361,"Sour","Treble",NA,170
362,"Sweet","Bass",76,999
363,"Bitter","Treble",90,155
364,"Sweet","Bass",88,102
365,"Sour","Treble",90,141
366,"Sweet","Bass",105,187
367,"Sweet","Bass",84,119
368,"Sour","Treble",76,74
369,"Sour","Treble",103,129
370,"Sweet","Bass",81,192
371,"Sour","Treble",89,999
372,"Sweet","Bass",83,95
373,"Sour","Bass",111,144
374,"Sour","Treble",123,168
375,"Sweet","Treble",108,149
376,"Sour","Bass",109,149
377,"Sweet","Treble",79,999
378,"Sour","Treble",124,167
379,"Sour","Treble",NA,211
380,"Salty","Treble",999,168
381,"Sweet","Treble",71,77
382,"Sour","Bass",99,177
383,"Sweet","Bass",98,129
384,"Sour","Bass",108,125
385,"Salty","Treble",103,178
386,"Sweet","Bass",125,117
387,"Salty","Treble",89,108
388,"Sweet","Bass",135,203
389,"Sweet","Treble",81,97
390,"Sour","Treble",87,165
391,"Sweet","Treble",999,138
392,"Sweet","Bass",113,135
393,"Sour","Treble",109,217
394,"Sweet","Bass",95,169
395,"Sour","Treble",99,149
396,"Sweet","Bass",999,148
397,"Sweet","Bass",120,144
398,"Sour","Treble",999,999
399,"Sweet","Treble",92,132
400,"Sweet","Bass",107,161
401,"Salty","Treble",124,162
402,"Sour","Treble",101,161
403,"Sweet","Treble",91,114
404,"Sour","Treble",99,164
405,"Sour","Treble",93,79
406,"Sweet","Bass",96,116
407,"Sour","Treble",117,115
408,"Sour","Treble",112,168
409,"Sour","Treble",999,123
410,"Sweet","Treble",84,104
411,"Sweet","Treble",97,999
412,"Sweet","Treble",113,169
413,"Sour","Treble",91,115
414,"Bitter","Bass",134,146
415,"Sweet","Bass",111,205
416,"Sweet","Treble",94,81
417,"Sour","Bass",98,156
418,"Sweet","Bass",102,146
419,"Sweet","Bass",116,169
420,"Sweet","Treble",73,141
421,"Sour","Bass",999,217
422,"Sour","Treble",106,182
423,"Sour","Treble",104,185
424,"Sour","Bass",147,164
425,"Sour","Treble",91,110
426,"Sour","Treble",145,157
427,"Sweet","Treble",96,114
428,"Sour","Treble",105,144
429,"Sweet","Bass",69,103
430,"Salty","Treble",109,111
431,"Sweet","Treble",62,150
432,"Sweet","Treble",84,143
433,"Sour","Treble",999,158
434,"Sweet","Bass",118,168
435,"Sour","Treble",99,999
436,"Sweet","Bass",134,158
437,"Sweet","Bass",125,168
438,"Bitter","Bass",125,193
439,"Sour","Bass",91,123
440,"Sweet","Bass",999,122
441,"Sour","Treble",117,157
442,"Bitter","Treble",102,163
443,"Sour","Treble",86,159
444,"Sweet","Bass",125,162
445,"Sour","Treble",80,153
446,"Bitter","Bass",114,168
447,"Sour","Bass",122,130
448,"Sweet","Bass",101,123
449,"Sour","Treble",92,129
450,"Salty","Bass",111,213
451,"Sweet","Treble",68,85
452,"Sweet","Bass",119,155
453,"Sour","Treble",100,165
454,"Sour","Treble",NA,192
455,"Sour","Bass",114,163
456,"Sour","Treble",96,94
457,"Salty","Bass",NA,142
458,"Sour","Treble",100,152
459,"Sweet","Bass",58,51
460,"Sweet","Bass",123,101
461,"Sweet","Bass",96,169
462,"Sweet","Bass",107,200
463,"Bitter","Bass",105,181
464,"Sour","Treble",NA,102
465,"Sweet","Bass",87,83
466,"Sour","Bass",159,240
467,"Sour","Bass",112,124
468,"Sweet","Bass",101,155
469,"Sweet","Bass",106,149
470,"Sweet","Bass",120,156
471,"Sour","Treble",91,124
472,"Bitter","Bass",94,999
473,"Sweet","Bass",82,103
474,"Sour","Bass",107,126
475,"Sour","Treble",95,114
476,"Sweet","Bass",93,150
477,"Sour","Treble",85,112
478,"Salty","Bass",78,100
479,"Sweet","Bass",130,165
480,"Sweet","Bass",77,132
481,"Sour","Bass",110,185
482,"Sour","Treble",80,92
483,"Sour","Bass",119,186
484,"Bitter","Treble",999,210
485,"Salty","Treble",117,122
486,"Sweet","Bass",105,126
487,"Sweet","Treble",96,156
488,"Sweet","Bass",95,999
489,"Sweet","Bass",999,217
490,"Sweet","Bass",76,129
491,"Sour","Treble",98,107
492,"Sweet","Bass",80,76
493,"Sweet","Treble",69,118
494,"Sweet","Bass",121,148
495,"Sour","Bass",130,159
496,"Sour","Treble",121,172
497,"Sweet","Bass",124,126
498,"Sour","Treble",97,155
499,"Sour","Treble",67,95
500,"Sweet","Bass",113,102
501,"Sweet","Bass",142,199
502,"Bitter","Treble",110,152
503,"Bitter","Treble",99,204
504,"Sweet","Bass",133,126
505,"Sweet","Bass",65,109
506,"Sour","Treble",107,114
507,"Salty","Bass",103,209
508,"Sour","Treble",95,96
509,"Sweet","Bass",128,180
510,"Sour","Treble",152,187
511,"Sour","Bass",108,220
512,"Sweet","Bass",106,140
513,"Sweet","Bass",143,196
514,"Sweet","Bass",84,202
515,"Sweet","Bass",62,107
516,"Sour","Treble",133,266
517,"Sweet","Treble",75,93
518,"Sweet","Treble",75,101
519,"Sour","Treble",110,108
520,"Sour","Bass",121,180
521,"Sour","Treble",999,258
522,"Sour","Treble",110,186
523,"Sweet","Treble",101,139
524,"Sweet","Treble",84,140
525,"Sweet","Bass",115,165
526,"Bitter","Bass",999,134
527,"Sweet","Bass",108,115
528,"Sweet","Bass",78,114
529,"Sweet","Treble",78,153
530,"Sweet","Treble",NA,159
531,"Sour","Treble",69,50
532,"Sweet","Bass",76,112
533,"Sour","Bass",119,148
534,"Salty","Treble",89,126
535,"Salty","Bass",110,115
536,"Bitter","Treble",121,191
537,"Sweet","Bass",126,238
538,"Sweet","Bass",69,43
539,"Sweet","Bass",65,97
540,"Sweet","Treble",61,62
541,"Sweet","Bass",100,155
542,"Sour","Bass",115,180
543,"Sweet","Treble",82,190
544,"Sweet","Bass",76,999
545,"Sweet","Bass",79,69
546,"Sour","Treble",103,166
547,"Salty","Treble",106,199
548,"Sour","Treble",89,128
549,"Sour","Treble",119,136
550,"Sour","Bass",100,136
551,"Sour","Bass",101,110
552,"Sour","Treble",146,216
553,"Sweet","Treble",106,161
554,"Sour","Bass",133,190
555,"Sweet","Bass",99,118
556,"Sour","Treble",999,140
557,"Sweet","Bass",92,73
558,"Bitter","Treble",89,143
559,"Sweet","Bass",97,139
560,"Sweet","Bass",114,134
561,"Sour","Bass",77,142
562,"Sour","Treble",104,162
563,"Sweet","Bass",66,125
564,"Sour","Treble",90,96
565,"Salty","Bass",128,174
566,"Sour","Treble",107,999
567,"Sweet","Bass",106,120
568,"Sour","Bass",90,136
569,"Salty","Treble",110,132
570,"Salty","Bass",138,181
571,"Salty","Treble",103,184
572,"Salty","Treble",96,124
573,"Sour","Treble",95,103
574,"Sweet","Treble",60,102
575,"Sour","Bass",73,146
576,"Sour","Treble",118,171
577,"Sweet","Bass",71,105
578,"Sour","Treble",91,172
579,"Sour","Treble",109,142
580,"Sweet","Treble",73,94
581,"Sour","Treble",99,111
582,"Salty","Bass",131,186
583,"Sweet","Bass",77,136
584,"Sweet","Bass",89,102
585,"Salty","Treble",78,141
586,"Sour","Bass",105,155
587,"Sweet","Bass",97,127
588,"Sour","Treble",92,137
589,"Sour","Bass",116,178
590,"Sweet","Treble",95,176
591,"Salty","Bass",108,206
592,"Sour","Treble",NA,110
593,"Sour","Treble",119,183
594,"Sweet","Bass",114,225
595,"Sour","Treble",94,126
596,"Salty","Treble",94,98
597,"Sweet","Bass",67,124
598,"Sweet","Bass",87,999
599,"Sour","Treble",91,138
600,"Sour","Treble",108,179
601,"Sweet","Bass",123,135
602,"Sour","Treble",99,202
603,"Sour","Treble",999,63
604,"Sweet","Bass",91,133
605,"Sour","Treble",100,82
606,"Sweet","Bass",84,158
607,"Sweet","Bass",110,131
608,"Sour","Treble",155,218
609,"Bitter","Treble",100,155
610,"Sour","Treble",102,999
611,"Sweet","Bass",86,120
612,"Sweet","Bass",124,206
613,"Sour","Bass",111,212
614,"Sweet","Bass",133,161
615,"Sweet","Bass",126,168
616,"Sweet","Bass",68,73
617,"Sour","Treble",101,140
618,"Sweet","Bass",47,102
619,"Sour","Bass",91,192
620,"Bitter","Treble",104,152
621,"Sweet","Bass",999,126
622,"Bitter","Bass",141,131
623,"Sweet","Bass",40,117
624,"Bitter","Treble",87,116
625,"Sweet","Bass",78,108
626,"Sour","Bass",139,223
627,"Bitter","Bass",999,159
628,"Sweet","Treble",111,207
629,"Bitter","Treble",105,126
630,"Sour","Treble",126,147
631,"Sweet","Treble",101,207
632,"Sweet","Bass",90,185
633,"Sour","Bass",135,202
634,"Sweet","Bass",89,156
635,"Sour","Treble",119,122
636,"Sour","Bass",106,204
637,"Sour","Treble",112,151
638,"Sour","Treble",75,149
639,"Sweet","Treble",81,180
640,"Bitter","Treble",999,119
641,"Sour","Bass",111,187
642,"Sweet","Bass",51,114
643,"Bitter","Bass",90,115
644,"Sour","Bass",93,183
645,"Sweet","Bass",105,73
646,"Sweet","Bass",119,199
647,"Bitter","Bass",95,116
648,"Salty","Treble",110,144
649,"Bitter","Bass",124,139
650,"Sweet","Bass",98,173
651,"Bitter","Treble",66,83
652,"Sweet","Bass",95,162
653,"Sour","Treble",103,122
654,"Sweet","Bass",118,166
655,"Sour","Treble",83,76
656,"Sweet","Bass",116,200
657,"Sour","Treble",96,169
658,"Sour","Treble",137,185
659,"Sour","Treble",133,999
660,"Sweet","Bass",101,162
661,"Sweet","Bass",89,152
662,"Sweet","Bass",999,148
663,"Sweet","Treble",999,168
664,"Sweet","Bass",102,129
665,"Bitter","Bass",129,154
666,"Sweet","Bass",127,158
667,"Sweet","Bass",101,163
668,"Sour","Treble",87,73
669,"Sweet","Bass",71,93
670,"Bitter","Treble",100,83
671,"Sour","Treble",105,151
672,"Sweet","Bass",999,200
673,"Sour","Treble",113,167
674,"Sweet","Bass",132,999
675,"Sour","Treble",94,116
676,"Sweet","Treble",65,148
677,"Sweet","Bass",103,139
678,"Sweet","Bass",111,144
679,"Bitter","Treble",103,999
680,"Sweet","Bass",102,165
681,"Sour","Treble",93,134
682,"Salty","Bass",107,89
683,"Sweet","Bass",125,178
684,"Sweet","Bass",84,999
685,"Sour","Treble",118,135
686,"Sweet","Bass",81,138
687,"Sweet","Bass",107,135
688,"Sour","Treble",104,172
689,"Sour","Treble",82,148
690,"Sweet","Bass",95,145
691,"Bitter","Treble",87,131
692,"Sour","Bass",106,127
693,"Sweet","Bass",126,121
694,"Sweet","Bass",113,154
695,"Sour","Treble",118,125
696,"Bitter","Treble",79,158
697,"Sweet","Bass",78,72
698,"Sour","Treble",111,145
699,"Sour","Bass",113,132
700,"Sweet","Treble",61,82
701,"Sour","Treble",60,87
702,"Sour","Treble",88,101
703,"Sweet","Bass",142,262
704,"Bitter","Bass",NA,123
705,"Sweet","Bass",123,87
706,"Bitter","Bass",85,135
707,"Sweet","Bass",999,176
708,"Sour","Bass",999,182
709,"Sour","Treble",141,205
710,"Sweet","Bass",130,182
711,"Sweet","Treble",95,147
712,"Sour","Bass",123,170
713,"Sour","Treble",88,80
714,"Sweet","Bass",138,174
715,"Sour","Treble",74,119
716,"Sour","Treble",95,159
717,"Sour","Bass",129,182
718,"Sweet","Bass",118,132
719,"Sour","Bass",149,999
720,"Salty","Treble",111,165
721,"Salty","Bass",NA,999
722,"Sour","Treble",99,76
723,"Sweet","Bass",93,108
724,"Sour","Treble",91,125
725,"Sweet","Treble",59,81
726,"Sour","Treble",77,115
727,"Sweet","Bass",120,999
728,"Sour","Bass",106,171
729,"Sweet","Treble",60,98
730,"Sour","Bass",99,161
731,"Sweet","Bass",100,100
732,"Sour","Treble",76,106
733,"Salty","Bass",89,69
734,"Sweet","Bass",999,208
735,"Bitter","Bass",123,147
736,"Salty","Treble",111,145
737,"Sweet","Bass",127,168
738,"Sour","Treble",95,109
739,"Bitter","Bass",84,140
740,"Bitter","Treble",98,999
741,"Sour","Treble",80,136
742,"Sweet","Treble",91,176
743,"Sweet","Treble",72,80
744,"Bitter","Bass",NA,175
745,"Sweet","Bass",101,86
746,"Salty","Treble",71,139
747,"Sweet","Bass",104,155
748,"Sweet","Bass",99,137
749,"Bitter","Treble",73,999
750,"Salty","Bass",125,999
751,"Salty","Treble",115,204
752,"Sour","Treble",94,120
753,"Sweet","Bass",119,160
754,"Sour","Treble",96,130
755,"Sweet","Bass",NA,144
756,"Sweet","Bass",90,103
757,"Sweet","Bass",90,142
758,"Salty","Treble",107,999
759,"Sour","Treble",96,119
760,"Sweet","Bass",103,151
761,"Sour","Bass",101,149
762,"Sweet","Treble",72,80
763,"Sweet","Bass",101,163
764,"Bitter","Treble",117,118
765,"Sweet","Bass",93,123
766,"Sour","Treble",88,115
767,"Sour","Bass",128,171
768,"Sour","Treble",81,181
769,"Salty","Bass",97,127
770,"Sweet","Bass",80,94
771,"Sour","Treble",112,115
772,"Sour","Bass",126,186
773,"Sweet","Bass",94,136
774,"Sour","Bass",115,133
775,"Sour","Treble",57,60
776,"Sweet","Bass",129,168
777,"Sour","Bass",113,143
778,"Bitter","Bass",88,87
779,"Sweet","Bass",105,136
780,"Sour","Treble",999,152
781,"Sweet","Bass",105,94
782,"Sour","Treble",86,124
783,"Bitter","Treble",68,127
784,"Sour","Treble",123,137
785,"Sweet","Bass",99,120
786,"Sour","Treble",99,103
787,"Sweet","Treble",106,108
788,"Sour","Treble",78,121
789,"Salty","Treble",999,56
790,"Salty","Treble",71,93
791,"Sweet","Bass",113,143
792,"Sweet","Bass",116,999
793,"Sweet","Treble",95,127
794,"Sweet","Treble",82,114
795,"Bitter","Treble",99,132
796,"Sweet","Bass",104,169
797,"Sweet","Bass",83,148
798,"Sour","Treble",95,157
799,"Sweet","Bass",70,191
800,"Sweet","Bass",118,195
801,"Bitter","Treble",86,162
802,"Sweet","Bass",117,111
803,"Sweet","Treble",89,121
804,"Sweet","Bass",63,91
805,"Sour","Treble",104,176
806,"Sour","Treble",132,165
807,"Sweet","Bass",134,210
808,"Sweet","Bass",130,999
809,"Sweet","Bass",115,222
810,"Salty","Treble",102,170
811,"Sour","Treble",105,131
812,"Sweet","Bass",106,88
813,"Sweet","Bass",99,92
814,"Sweet","Treble",101,144
815,"Sweet","Bass",71,69
816,"Sour","Bass",107,999
817,"Sweet","Treble",89,119
818,"Sour","Treble",109,168
819,"Sweet","Bass",97,112
820,"Sweet","Bass",125,195
821,"Sour","Treble",999,70
822,"Sweet","Bass",108,148
823,"Sweet","Bass",121,225
824,"Sweet","Treble",87,140
825,"Bitter","Treble",102,144
826,"Sweet","Bass",101,134
827,"Sour","Treble",106,114
828,"Sour","Treble",146,183
829,"Salty","Bass",136,174
830,"Sweet","Bass",129,143
831,"Salty","Treble",94,999
832,"Sour","Treble",126,159
833,"Bitter","Treble",43,95
834,"Sour","Treble",76,92
835,"Sweet","Bass",65,38
836,"Sour","Bass",138,196
837,"Sour","Bass",114,130
838,"Sweet","Bass",99,162
839,"Sour","Treble",136,153
840,"Sour","Treble",117,128
841,"Sweet","Bass",113,100
842,"Sour","Treble",87,94
843,"Sweet","Treble",85,152
844,"Sweet","Treble",83,185
845,"Salty","Treble",93,101
846,"Sour","Treble",96,146
847,"Bitter","Bass",106,132
848,"Sour","Treble",123,204
849,"Sweet","Treble",999,999
850,"Sour","Treble",80,106
851,"Sweet","Bass",59,95
852,"Sour","Treble",121,198
853,"Sour","Treble",81,138
854,"Sour","Treble",47,75
855,"Sour","Treble",108,113
856,"Sour","Treble",98,110
857,"Sweet","Bass",116,182
858,"Sour","Treble",78,137
859,"Sour","Treble",121,999
860,"Sour","Treble",127,190
861,"Sour","Bass",150,155
862,"Sweet","Bass",99,127
863,"Bitter","Bass",146,194
864,"Bitter","Bass",95,119
865,"Sweet","Bass",87,101
866,"Sweet","Treble",127,138
867,"Sour","Bass",128,186
868,"Bitter","Treble",110,139
869,"Sour","Treble",135,222
870,"Sweet","Bass",108,213
871,"Sweet","Bass",98,196
872,"Salty","Bass",121,167
873,"Sour","Treble",51,95
874,"Sour","Treble",70,58
875,"Sour","Bass",100,118
876,"Sweet","Bass",136,200
877,"Sour","Treble",106,187
878,"Sour","Treble",NA,131
879,"Sour","Treble",78,63
880,"Sweet","Bass",112,147
881,"Sour","Treble",134,220
882,"Sweet","Treble",100,178
883,"Salty","Treble",118,157
884,"Sweet","Treble",999,143
885,"Bitter","Bass",120,206
886,"Bitter","Treble",88,156
887,"Salty","Treble",NA,115
888,"Sour","Treble",66,109
889,"Sour","Bass",101,144
890,"Bitter","Treble",80,999
891,"Sweet","Treble",100,162
892,"Sour","Treble",104,127
893,"Sour","Treble",92,167
894,"Sour","Treble",91,192
895,"Sour","Treble",69,152
896,"Sweet","Bass",73,999
